,userID,stime,grid,etime,lon,lat,duration,stayid
515373,17,2009-01-14 00:45:45,8643,2009-01-14 02:15:39,116.4038033,39.9674083,5394.0,264
848911,17,2009-01-14 02:44:55,7923,2009-01-14 03:31:56,116.3472016,39.9260483,2821.0,265
556033,17,2009-01-14 03:50:49,8926,2009-01-14 05:39:33,116.4274349,39.9393116,6524.0,266
639266,17,2009-01-14 08:05:48,8643,2009-01-14 09:14:51,116.4037266,39.967375,4143.0,267
476723,17,2009-01-14 10:39:48,8214,2009-01-14 14:27:26,116.3738099,39.9620949,13658.0,268
193657,17,2009-01-14 14:32:56,7791,2009-01-15 00:08:00,116.3402049,40.0161216,34504.0,269
572485,17,2009-01-15 00:22:15,7501,2009-01-15 10:40:57,116.3199783,39.9850283,37122.0,270
651136,17,2009-01-15 10:53:16,7642,2009-01-15 11:40:02,116.3321883,39.9709283,2806.0,271
651335,17,2009-01-15 11:45:01,7791,2009-01-16 04:42:05,116.3401133,40.0160366,61024.0,272
998303,17,2009-01-16 04:56:08,7933,2009-01-16 05:30:11,116.3463966,40.0071049,2043.0,273
910670,17,2009-01-16 07:58:36,7791,2009-01-16 10:54:35,116.3402666,40.0160799,10559.0,274
910952,17,2009-01-16 10:57:10,7791,2009-01-16 11:27:54,116.3426333,40.0176366,1844.0,275
911013,17,2009-01-16 11:29:25,7791,2009-01-16 12:32:30,116.3445099,40.0192199,3785.0,276
911141,17,2009-01-16 12:34:44,7500,2009-01-17 09:27:47,116.3165433,39.9798766,75183.0,277
351715,17,2009-01-17 09:50:45,7642,2009-01-17 10:30:08,116.3321349,39.971,2363.0,278
351746,17,2009-01-17 10:32:29,7642,2009-01-17 12:24:09,116.3318066,39.9696416,6700.0,279
590582,17,2009-01-17 12:36:52,7791,2009-01-18 01:27:04,116.340245,40.0161799,46212.0,280
908953,17,2009-01-18 01:31:27,7791,2009-01-18 06:57:48,116.3402266,40.0160849,19581.0,281
463287,17,2009-01-18 07:31:59,8511,2009-01-18 08:25:03,116.4036516,40.0665616,3184.0,282
464420,17,2009-01-18 09:08:54,7791,2009-01-18 23:56:11,116.340155,40.0160366,53237.0,283
571254,17,2009-01-19 00:31:55,8643,2009-01-19 02:31:49,116.40374,39.9674766,7194.0,284
572130,17,2009-01-19 02:56:49,7923,2009-01-19 04:06:47,116.3496733,39.9260516,4198.0,285
860108,17,2009-01-19 04:55:53,8643,2009-01-19 07:20:57,116.4037149,39.9674949,8704.0,286
728437,17,2009-01-19 07:33:44,8065,2009-01-19 08:06:36,116.3674199,39.9170916,1972.0,287
793846,17,2009-01-19 09:46:33,8643,2009-01-19 10:23:25,116.4037966,39.9673666,2212.0,288
795314,17,2009-01-19 11:25:23,7497,2009-01-19 14:24:10,116.3174349,39.9530683,10727.0,289
575986,17,2009-01-19 15:04:38,7791,2009-01-20 00:09:33,116.3401933,40.0160566,32695.0,290
426720,17,2009-01-20 00:40:11,8643,2009-01-20 01:33:26,116.4037683,39.9674466,3195.0,291
820219,17,2009-01-20 02:53:34,7923,2009-01-20 03:45:49,116.34967,39.9260766,3135.0,292
820951,17,2009-01-20 04:03:09,8643,2009-01-20 06:58:44,116.4038049,39.9675433,10535.0,293
392384,17,2009-01-20 07:43:50,7358,2009-01-20 08:33:12,116.3090616,39.9842483,2962.0,294
498565,17,2009-01-20 08:55:18,7791,2009-01-21 00:03:16,116.3401916,40.0160483,54478.0,295
503582,17,2009-01-21 00:31:36,8643,2009-01-21 01:43:23,116.4037466,39.9675116,4307.0,296
586902,17,2009-01-21 03:46:00,8643,2009-01-21 07:15:28,116.4037216,39.9673833,12568.0,297
587137,17,2009-01-21 07:15:28,8644,2009-01-21 08:00:01,116.4120833,39.9741016,2673.0,298
588273,17,2009-01-21 08:49:39,7791,2009-01-21 12:14:05,116.3402433,40.0161216,12266.0,299
778273,17,2009-01-21 12:14:11,7791,2009-01-22 00:00:31,116.3402166,40.0160983,42380.0,300
933731,17,2009-01-22 00:27:24,8643,2009-01-22 02:30:07,116.4038549,39.9674733,7363.0,301
937024,17,2009-01-22 03:56:04,7918,2009-01-22 04:41:01,116.3473283,39.881135,2697.0,302
938105,17,2009-01-22 05:31:48,8208,2009-01-22 06:18:06,116.3701933,39.9082366,2778.0,303
940108,17,2009-01-22 07:56:37,8643,2009-01-22 09:51:50,116.4037783,39.9674383,6913.0,304
940626,17,2009-01-22 10:28:36,8359,2009-01-22 11:29:41,116.3868516,39.9859499,3665.0,305
942590,17,2009-01-22 12:26:21,8779,2009-01-22 14:04:59,116.4156183,39.901285,5918.0,306
58204,17,2009-01-22 14:37:47,7791,2009-01-22 15:10:15,116.340155,40.0160666,1948.0,307
58961,17,2009-01-22 15:23:40,7791,2009-01-24 00:35:35,116.3402016,40.0160383,119515.0,308
538993,17,2009-01-24 04:23:25,19904,2009-01-24 05:14:34,117.3262199,40.9301333,3069.0,309
539358,17,2009-01-24 05:25:27,19901,2009-01-24 08:52:08,117.3262083,40.9024783,12401.0,310
539867,17,2009-01-24 09:06:44,19904,2009-01-24 09:54:13,117.3262533,40.9302133,2849.0,311
541023,17,2009-01-24 10:13:37,21769,2009-01-24 12:24:48,117.4811983,40.9872633,7871.0,312
752333,17,2009-01-24 12:45:57,19905,2009-01-24 13:22:23,117.328495,40.9333449,2186.0,313
752955,17,2009-01-24 13:41:19,19901,2009-01-25 11:54:13,117.3262233,40.9024249,79974.0,314
273034,17,2009-01-25 12:06:51,19901,2009-01-25 23:17:43,117.3262266,40.9024683,40252.0,315
371392,17,2009-01-25 23:48:34,19901,2009-01-26 04:27:37,117.32628,40.9023983,16743.0,316
103404,17,2009-01-26 04:49:22,21039,2009-01-26 05:37:51,117.4300866,40.8523849,2909.0,317
573896,17,2009-01-26 06:02:46,19901,2009-01-26 11:32:36,117.326295,40.9024083,19790.0,318
947676,17,2009-01-26 11:56:00,19901,2009-01-26 23:52:08,117.3262716,40.9024283,42968.0,319
676111,17,2009-01-27 00:09:11,19901,2009-01-27 02:17:04,117.3262199,40.90241,7673.0,320
874541,17,2009-01-27 03:02:17,21769,2009-01-27 08:32:24,117.4915966,40.9826233,19807.0,321
836386,17,2009-01-27 09:15:36,20049,2009-01-27 10:13:41,117.3387333,40.942375,3485.0,322
836999,17,2009-01-27 10:21:46,19901,2009-01-27 23:39:27,117.3261983,40.9024399,47861.0,323
991658,17,2009-01-27 23:59:30,19901,2009-01-28 01:55:05,117.3263199,40.9024583,6935.0,324
993401,17,2009-01-28 02:43:01,19881,2009-01-28 08:20:49,117.3336933,40.7264716,20268.0,325
995199,17,2009-01-28 08:55:31,19901,2009-01-29 02:26:34,117.32626,40.9023483,63063.0,326
543520,17,2009-01-29 05:04:56,19038,2009-01-29 09:04:02,117.2628583,40.8525116,14346.0,327
390345,17,2009-01-29 11:00:13,19901,2009-01-30 02:51:07,117.32621,40.9024249,57054.0,328
270293,17,2009-01-30 02:56:21,19904,2009-01-30 03:55:58,117.3262033,40.9302199,3577.0,329
678792,17,2009-01-30 05:36:03,19901,2009-01-31 01:45:05,117.32628,40.9024449,72542.0,330
406407,17,2009-01-31 02:23:24,21769,2009-01-31 05:25:22,117.4810383,40.98727,10918.0,331
353097,17,2009-01-31 05:52:25,19901,2009-01-31 06:25:37,117.3262066,40.9024849,1992.0,332
353579,17,2009-01-31 06:32:01,19904,2009-01-31 07:12:23,117.3262366,40.9299833,2422.0,333
363241,17,2009-01-31 10:34:09,7791,2009-02-01 00:09:49,116.3401716,40.0161249,48940.0,334
849308,17,2009-02-01 00:23:15,7644,2009-02-01 05:19:27,116.3300699,39.9863649,17772.0,335
132240,17,2009-02-01 05:34:26,7643,2009-02-01 10:07:37,116.32741,39.9799866,16391.0,336
272416,17,2009-02-01 10:24:58,7791,2009-02-02 00:02:08,116.3401449,40.0161266,49030.0,337
14048,17,2009-02-02 00:16:09,7643,2009-02-02 05:56:05,116.3325833,39.9750933,20396.0,338
989542,17,2009-02-02 05:56:05,7786,2009-02-02 08:56:54,116.3331283,39.9780966,10849.0,339
989583,17,2009-02-02 08:57:11,7786,2009-02-02 09:32:49,116.3328916,39.9751516,2138.0,340
989696,17,2009-02-02 09:34:32,7929,2009-02-03 00:11:45,116.3445916,39.9732816,52633.0,341
1025734,17,2009-02-03 00:34:39,8643,2009-02-03 01:51:20,116.4038483,39.9674383,4601.0,342
437076,17,2009-02-03 02:34:47,7500,2009-02-03 04:16:31,116.3208166,39.9750416,6104.0,343
448338,17,2009-02-03 04:25:37,7923,2009-02-03 05:56:14,116.3497449,39.9260733,5437.0,344
499267,17,2009-02-03 06:10:04,8643,2009-02-03 08:54:14,116.4038066,39.967515,9850.0,345
579737,17,2009-02-03 09:30:17,7791,2009-02-04 00:12:47,116.3401533,40.0160633,52950.0,346
369143,17,2009-02-04 00:42:45,8643,2009-02-04 07:35:25,116.403825,39.9674733,24760.0,347
132346,17,2009-02-04 07:35:25,8500,2009-02-04 08:12:02,116.4029966,39.9678383,2197.0,348
133694,17,2009-02-04 09:27:09,7791,2009-02-05 00:31:56,116.3401616,40.0160916,54287.0,349
295194,17,2009-02-05 00:45:54,8643,2009-02-05 02:00:27,116.4037183,39.9674533,4473.0,350
295534,17,2009-02-05 02:19:37,8643,2009-02-05 04:31:59,116.4126783,39.9710083,7942.0,351
297456,17,2009-02-05 06:08:35,8497,2009-02-05 09:09:30,116.3948383,39.94135,10855.0,352
298671,17,2009-02-05 09:42:12,7791,2009-02-06 00:04:58,116.3401249,40.0160666,51766.0,353
104290,17,2009-02-06 00:26:28,8643,2009-02-06 01:48:40,116.4037666,39.9674816,4932.0,354
118139,17,2009-02-06 03:02:59,8065,2009-02-06 03:33:04,116.3564749,39.9166383,1805.0,355
119066,17,2009-02-06 04:02:18,8643,2009-02-06 05:08:15,116.4037633,39.9674733,3957.0,356
160301,17,2009-02-06 06:26:55,8926,2009-02-06 06:59:15,116.4280549,39.9351649,1940.0,357
161224,17,2009-02-06 07:36:08,8500,2009-02-06 08:20:51,116.39417,39.9709649,2683.0,358
162791,17,2009-02-06 09:35:04,7791,2009-02-07 09:42:53,116.3401966,40.0160666,86869.0,359
654472,17,2009-02-07 09:56:01,7365,2009-02-07 10:50:04,116.3090716,40.0472383,3243.0,360
654580,17,2009-02-07 11:01:54,7365,2009-02-07 12:06:04,116.3060066,40.0482683,3850.0,361
655141,17,2009-02-07 12:29:31,7791,2009-02-08 07:39:14,116.34454,40.0211783,68983.0,362
1000362,17,2009-02-08 08:15:53,8511,2009-02-08 08:54:20,116.4027549,40.0610549,2307.0,363
1001326,17,2009-02-08 09:17:46,7791,2009-02-09 23:45:49,116.3401416,40.0160716,138483.0,364
765210,17,2009-02-10 00:07:15,7501,2009-02-10 01:08:09,116.3208199,39.984835,3654.0,365
2914,17,2009-02-10 01:18:28,8643,2009-02-10 02:02:08,116.4037233,39.96736,2620.0,366
3003,17,2009-02-10 02:02:08,8642,2009-02-10 02:34:54,116.4111349,39.9603149,1966.0,367
4258,17,2009-02-10 03:25:45,8643,2009-02-10 03:56:44,116.4037016,39.9674383,1859.0,368
4973,17,2009-02-10 04:10:49,7785,2009-02-10 05:04:25,116.3327433,39.96866,3216.0,369
591930,17,2009-02-10 05:08:49,7780,2009-02-10 05:55:12,116.3444899,39.9224149,2783.0,370
591964,17,2009-02-10 05:58:46,7780,2009-02-10 07:01:17,116.3444616,39.9228883,3751.0,371
595347,17,2009-02-10 09:10:52,7791,2009-02-11 01:13:45,116.3402166,40.0161283,57773.0,372
90960,17,2009-02-11 02:23:42,5632,2009-02-11 03:05:22,116.1670866,39.8942216,2500.0,373
94065,17,2009-02-11 04:47:54,8643,2009-02-11 06:12:36,116.4121116,39.9621783,5082.0,374
94828,17,2009-02-11 06:30:02,7500,2009-02-11 07:00:37,116.3208866,39.9750333,1835.0,375
96277,17,2009-02-11 07:58:48,7775,2009-02-11 10:53:43,116.3423766,39.8810533,10495.0,376
209081,17,2009-02-11 11:44:59,7791,2009-02-11 21:21:09,116.3402649,40.0161566,34570.0,377
780592,17,2009-02-11 22:03:26,8636,2009-02-12 08:05:30,116.4154416,39.9012016,36124.0,378
825002,17,2009-02-12 08:52:49,8643,2009-02-12 10:00:37,116.4038199,39.9675033,4068.0,379
826190,17,2009-02-12 11:12:01,8353,2009-02-12 14:41:15,116.3917916,39.9270366,12554.0,380
827632,17,2009-02-12 15:08:22,7620,2009-02-13 00:25:04,116.3267366,39.7732133,33402.0,381
829314,17,2009-02-13 01:18:29,7923,2009-02-13 02:51:35,116.3503333,39.9171433,5586.0,382
830832,17,2009-02-13 03:32:53,8643,2009-02-13 04:11:05,116.4038083,39.9674433,2292.0,383
831730,17,2009-02-13 04:33:17,8629,2009-02-13 05:11:25,116.4082566,39.8450233,2288.0,384
831848,17,2009-02-13 05:17:22,8629,2009-02-13 10:03:27,116.4076233,39.8362699,17165.0,385
833752,17,2009-02-13 11:13:26,7501,2009-02-13 13:01:45,116.3208833,39.9848433,6499.0,386
834432,17,2009-02-13 13:18:11,7791,2009-02-14 07:50:15,116.340155,40.0160983,66724.0,387
729771,17,2009-02-14 08:38:48,7791,2009-02-15 02:11:25,116.3401649,40.0161016,63157.0,388
781303,17,2009-02-15 02:24:24,7501,2009-02-15 04:06:38,116.3208949,39.9848299,6134.0,389
782010,17,2009-02-15 04:28:02,7358,2009-02-15 05:54:45,116.3090633,39.9842883,5203.0,390
782815,17,2009-02-15 06:07:47,7933,2009-02-15 06:39:09,116.3541866,40.0070533,1882.0,391
785469,17,2009-02-15 07:37:15,7501,2009-02-15 08:16:16,116.3207716,39.9847333,2341.0,392
786045,17,2009-02-15 08:52:08,7791,2009-02-15 23:53:40,116.3401766,40.0160716,54092.0,393
351217,17,2009-02-16 00:15:15,7501,2009-02-16 12:19:15,116.3208283,39.9848266,43440.0,394
942938,17,2009-02-16 12:38:00,7791,2009-02-16 13:25:44,116.3402566,40.0161049,2864.0,395
12346,17,2009-02-16 14:09:34,7791,2009-02-17 00:13:17,116.3401683,40.0161116,36223.0,396
612505,17,2009-02-17 00:48:30,8643,2009-02-17 04:33:15,116.4037533,39.9675016,13485.0,397
30878,17,2009-02-17 05:36:15,8643,2009-02-17 06:31:53,116.4114949,39.9710216,3338.0,398
31806,17,2009-02-17 06:56:52,7642,2009-02-17 07:40:10,116.3326983,39.9664133,2598.0,399
32369,17,2009-02-17 08:15:06,8643,2009-02-17 09:40:19,116.4038216,39.9675133,5113.0,400
542490,17,2009-02-17 10:32:39,7791,2009-02-18 00:06:45,116.3400749,40.0160616,48846.0,401
581168,17,2009-02-18 00:52:00,8932,2009-02-18 01:46:40,116.4297083,39.9890566,3280.0,402
581875,17,2009-02-18 02:01:53,7923,2009-02-18 03:04:24,116.3498733,39.9259933,3751.0,403
582727,17,2009-02-18 03:20:58,8643,2009-02-18 04:02:10,116.4037016,39.9674633,2472.0,404
582853,17,2009-02-18 04:02:27,8787,2009-02-18 04:57:23,116.4155883,39.974285,3296.0,405
582888,17,2009-02-18 04:57:23,8643,2009-02-18 10:40:09,116.4100466,39.9671166,20566.0,406
584471,17,2009-02-18 11:40:58,7791,2009-02-19 00:01:34,116.3401966,40.0161466,44436.0,407
569574,17,2009-02-19 00:59:55,8643,2009-02-19 02:45:00,116.4038433,39.9674666,6305.0,408
999218,17,2009-02-19 02:57:59,8643,2009-02-19 05:37:59,116.4154766,39.9680683,9600.0,409
546817,17,2009-02-19 06:30:05,7922,2009-02-19 07:03:09,116.3563716,39.9107233,1984.0,410
547154,17,2009-02-19 07:10:53,7925,2009-02-19 07:51:42,116.349725,39.9351633,2449.0,411
547782,17,2009-02-19 08:00:06,8643,2009-02-19 09:22:28,116.40372,39.9674933,4942.0,412
548067,17,2009-02-19 09:23:31,8643,2009-02-19 10:03:10,116.4107366,39.9689249,2379.0,413
548201,17,2009-02-19 10:12:45,8643,2009-02-19 10:44:47,116.4120816,39.96555,1922.0,414
549740,17,2009-02-19 11:44:47,7791,2009-02-20 00:04:40,116.3402016,40.0161166,44393.0,415
590069,17,2009-02-20 00:41:47,8643,2009-02-20 01:47:55,116.4037066,39.9674766,3968.0,416
965011,17,2009-02-20 02:37:23,7923,2009-02-20 03:10:52,116.356305,39.9224766,2009.0,417
965733,17,2009-02-20 03:21:58,8643,2009-02-20 04:37:30,116.4037566,39.9675066,4532.0,418
966627,17,2009-02-20 04:57:46,7357,2009-02-20 05:56:58,116.2997583,39.9800016,3552.0,419
966930,17,2009-02-20 06:09:37,7500,2009-02-20 07:37:41,116.3129016,39.9710766,5284.0,420
967178,17,2009-02-20 07:42:42,7358,2009-02-20 08:18:27,116.3090433,39.9844099,2145.0,421
969848,17,2009-02-20 10:15:17,7791,2009-02-21 04:14:41,116.3400333,40.0160366,64764.0,422
855975,17,2009-02-21 05:10:38,7923,2009-02-21 05:54:30,116.3497316,39.926035,2632.0,423
858149,17,2009-02-21 06:45:42,7791,2009-02-22 04:23:23,116.34007,40.0160483,77861.0,424
316628,17,2009-02-22 04:44:56,8511,2009-02-22 05:44:20,116.4027966,40.0610183,3564.0,425
318437,17,2009-02-22 06:54:55,7792,2009-02-22 08:23:11,116.3374449,40.0340133,5296.0,426
318590,17,2009-02-22 08:23:40,7791,2009-02-23 04:55:18,116.3445433,40.0220066,73898.0,427
956419,17,2009-02-23 05:30:47,7923,2009-02-23 09:03:29,116.3500583,39.9255349,12762.0,428
957462,17,2009-02-23 09:45:54,7791,2009-02-23 14:22:48,116.344485,40.0179966,16614.0,429
957764,17,2009-02-23 14:35:38,7791,2009-02-23 15:38:25,116.3411933,40.0177783,3767.0,430
958031,17,2009-02-23 16:11:35,7791,2009-02-23 16:46:36,116.3403816,40.018245,2101.0,431
958368,17,2009-02-23 17:16:13,7791,2009-02-23 18:20:59,116.3411083,40.0176966,3886.0,432
958566,17,2009-02-23 18:29:05,7791,2009-02-23 23:03:19,116.3412616,40.0160966,16454.0,433
958746,17,2009-02-23 23:03:35,7793,2009-02-24 00:12:38,116.3356483,40.0340883,4143.0,434
42120,17,2009-02-24 00:42:11,8643,2009-02-24 01:48:12,116.4037116,39.967485,3961.0,435
43077,17,2009-02-24 02:19:11,7923,2009-02-24 02:49:34,116.349655,39.9259716,1823.0,436
43927,17,2009-02-24 03:07:40,8926,2009-02-24 03:39:31,116.4281583,39.93517,1911.0,437
44409,17,2009-02-24 03:47:01,8643,2009-02-24 07:39:25,116.4121116,39.9621966,13944.0,438
45566,17,2009-02-24 08:17:42,8643,2009-02-24 10:23:06,116.4119966,39.9621549,7524.0,439
648249,17,2009-02-24 10:29:20,8359,2009-02-24 18:29:42,116.3881316,39.9801599,28822.0,440
648799,17,2009-02-24 18:37:25,7791,2009-02-25 00:00:09,116.3401733,40.0161083,19364.0,441
307491,17,2009-02-25 01:13:35,9936,2009-02-25 01:48:57,116.5145549,40.0161583,2122.0,442
309084,17,2009-02-25 02:17:04,8643,2009-02-25 05:14:26,116.40376,39.9674766,10642.0,443
309233,17,2009-02-25 05:14:26,7923,2009-02-25 05:47:40,116.351155,39.9246099,1994.0,444
310005,17,2009-02-25 06:05:29,8201,2009-02-25 06:41:31,116.3682233,39.8492183,2162.0,445
314721,17,2009-02-25 08:57:46,8643,2009-02-25 11:24:03,116.4037499,39.9674566,8777.0,446
315724,17,2009-02-25 11:43:14,7791,2009-02-25 12:33:46,116.3401933,40.0161199,3032.0,447
487737,17,2009-02-25 12:45:23,7501,2009-03-05 11:08:16,116.3207533,39.9848066,685373.0,448
394477,17,2009-03-05 11:26:19,7791,2009-03-06 00:06:21,116.3402333,40.0160966,45602.0,449
395697,17,2009-03-06 00:36:58,8643,2009-03-06 02:50:26,116.4037016,39.9675199,8008.0,450
396499,17,2009-03-06 03:29:11,8643,2009-03-06 04:46:44,116.4121016,39.9621916,4653.0,451
397498,17,2009-03-06 05:10:14,8065,2009-03-06 06:13:34,116.3564616,39.912455,3800.0,452
404023,17,2009-03-06 09:36:06,7501,2009-03-06 11:18:28,116.3207766,39.9848399,6142.0,453
404565,17,2009-03-06 11:33:06,7791,2009-03-07 10:41:25,116.3402033,40.016065,83299.0,454
718787,17,2009-03-07 10:42:57,7791,2009-03-07 11:19:22,116.3401483,40.0160616,2185.0,455
719039,17,2009-03-07 11:57:41,7791,2009-03-07 12:43:29,116.3401816,40.0160433,2748.0,456
719115,17,2009-03-07 12:48:27,7791,2009-03-08 05:13:56,116.3417916,40.0161199,59129.0,457
242462,17,2009-03-08 06:07:01,8511,2009-03-08 06:49:27,116.4027283,40.0611033,2546.0,458
243974,17,2009-03-08 07:42:31,7791,2009-03-08 08:18:34,116.3401566,40.016065,2163.0,459
244033,17,2009-03-08 08:18:34,7790,2009-03-09 00:04:14,116.3400866,40.0160099,56740.0,460
746426,17,2009-03-09 00:42:50,8643,2009-03-09 01:28:05,116.4037316,39.9674266,2715.0,461
747187,17,2009-03-09 01:50:34,8643,2009-03-09 04:48:47,116.4038033,39.9674499,10693.0,462
749918,17,2009-03-09 07:07:26,8643,2009-03-09 09:47:56,116.4037349,39.9674816,9630.0,463
751256,17,2009-03-09 10:31:08,7790,2009-03-11 00:02:19,116.3444616,40.0139166,135071.0,464
796474,17,2009-03-11 00:32:52,8643,2009-03-11 01:20:07,116.4037866,39.9671983,2835.0,465
796696,17,2009-03-11 01:20:35,8643,2009-03-11 02:37:02,116.406535,39.962975,4587.0,466
796857,17,2009-03-11 02:50:08,8643,2009-03-11 06:57:44,116.4114983,39.962175,14856.0,467
798468,17,2009-03-11 07:42:12,8357,2009-03-11 08:12:27,116.3908299,39.9621099,1815.0,468
799185,17,2009-03-11 08:29:54,7501,2009-03-11 09:15:10,116.3208783,39.9848366,2716.0,469
799669,17,2009-03-11 09:30:23,7790,2009-03-12 00:10:37,116.3445016,40.0139266,52814.0,470
679254,17,2009-03-12 00:30:14,7501,2009-03-13 00:23:59,116.3208599,39.9847733,86025.0,471
980547,17,2009-03-13 00:36:39,8643,2009-03-13 02:37:21,116.4037499,39.9674383,7242.0,472
981110,17,2009-03-13 02:47:38,8216,2009-03-13 03:43:53,116.3799549,39.9809749,3375.0,473
981523,17,2009-03-13 03:49:34,8643,2009-03-13 04:47:46,116.4037833,39.9673916,3492.0,474
983889,17,2009-03-13 05:40:23,8201,2009-03-13 06:21:42,116.3683283,39.8492233,2479.0,475
986311,17,2009-03-13 07:24:50,8643,2009-03-13 09:56:24,116.4154533,39.9680433,9094.0,476
987901,17,2009-03-13 11:01:08,7790,2009-03-14 01:59:30,116.3400833,40.0160349,53902.0,477
908978,17,2009-03-14 01:59:30,7792,2009-03-14 02:46:03,116.3393849,40.0290666,2793.0,478
909200,17,2009-03-14 02:53:45,7791,2009-03-15 01:04:16,116.3418783,40.0160383,79831.0,479
240853,17,2009-03-15 01:50:34,7792,2009-03-15 02:41:49,116.3414866,40.0250966,3075.0,480
241155,17,2009-03-15 02:46:12,7791,2009-03-15 05:51:37,116.3418833,40.0160799,11125.0,481
629207,17,2009-03-15 06:01:32,8511,2009-03-15 07:13:22,116.4027516,40.0610199,4310.0,482
630674,17,2009-03-15 08:04:19,7934,2009-03-15 09:56:56,116.3563099,40.0218916,6757.0,483
630969,17,2009-03-15 10:01:09,7790,2009-03-15 10:52:27,116.3445083,40.0139066,3078.0,484
631054,17,2009-03-15 10:52:27,7791,2009-03-16 00:06:05,116.3418,40.0160816,47618.0,485
730905,17,2009-03-16 00:36:06,8643,2009-03-16 02:37:33,116.4037466,39.9673683,7287.0,486
732806,17,2009-03-16 03:55:25,8643,2009-03-16 04:54:57,116.40374,39.9674016,3572.0,487
735703,17,2009-03-16 06:39:29,8643,2009-03-16 08:26:08,116.4037966,39.9674533,6399.0,488
736000,17,2009-03-16 08:49:07,8499,2009-03-16 09:40:14,116.4036316,39.9607466,3067.0,489
737516,17,2009-03-16 10:52:46,7791,2009-03-16 12:12:12,116.3417133,40.0161233,4766.0,490
611043,17,2009-03-16 12:37:03,7790,2009-03-18 00:26:17,116.3444599,40.0139449,128954.0,491
437879,17,2009-03-18 00:47:19,8643,2009-03-18 01:49:59,116.4038266,39.967385,3760.0,492
438777,17,2009-03-18 02:26:46,7924,2009-03-18 03:59:52,116.3473933,39.9261099,5586.0,493
439410,17,2009-03-18 04:08:28,8643,2009-03-18 05:54:16,116.403775,39.9674516,6348.0,494
440899,17,2009-03-18 07:03:47,8643,2009-03-18 07:47:21,116.4037883,39.9674866,2614.0,495
444727,17,2009-03-18 09:23:36,7790,2009-03-19 00:01:21,116.3445516,40.0138883,52665.0,496
568086,17,2009-03-19 00:33:05,7501,2009-03-19 05:00:09,116.3208166,39.9848633,16024.0,497
350698,17,2009-03-19 05:13:36,7643,2009-03-19 09:55:08,116.3272166,39.9800199,16892.0,498
679552,17,2009-03-19 10:00:25,7501,2009-03-19 12:44:59,116.3209,39.984065,9874.0,499
780829,17,2009-03-19 12:50:40,7790,2009-03-20 00:09:47,116.3444249,40.0139533,40747.0,500
318874,17,2009-03-20 01:25:56,8643,2009-03-20 11:55:46,116.4099333,39.9679999,37790.0,501
320509,17,2009-03-20 12:48:33,7790,2009-03-21 05:25:50,116.3445633,40.0139599,59837.0,502
210304,17,2009-03-21 06:34:22,7791,2009-03-22 05:45:21,116.3401449,40.0160499,83459.0,503
8038,17,2009-03-22 06:40:46,8511,2009-03-22 07:37:43,116.4036799,40.0633466,3417.0,504
9562,17,2009-03-22 08:26:54,7790,2009-03-22 08:59:22,116.3445383,40.0139833,1948.0,505
9868,17,2009-03-22 09:29:57,7791,2009-03-22 10:29:27,116.3417066,40.0160433,3570.0,506
10014,17,2009-03-22 10:31:16,7789,2009-03-23 00:05:32,116.3413699,40.0067016,48856.0,507
949827,17,2009-03-23 00:45:37,8643,2009-03-23 02:25:19,116.4037416,39.9674833,5982.0,508
951833,17,2009-03-23 03:37:54,8643,2009-03-23 05:40:49,116.4120083,39.9621499,7375.0,509
954329,17,2009-03-23 06:49:07,7934,2009-03-23 07:39:25,116.3457616,40.0161399,3018.0,510
955285,17,2009-03-23 09:14:42,7933,2009-03-23 14:37:04,116.3516316,40.0160216,19342.0,511
393924,17,2009-03-23 15:22:01,7791,2009-03-23 21:21:46,116.3417899,40.0160433,21585.0,512
149435,17,2009-03-23 23:57:42,20048,2009-03-24 01:33:45,117.3381249,40.935505,5763.0,513
149643,17,2009-03-24 01:35:56,19904,2009-03-24 05:22:10,117.3331166,40.9333166,13574.0,514
149729,17,2009-03-24 05:22:10,19761,2009-03-24 07:24:04,117.3261316,40.9303183,7314.0,515
150082,17,2009-03-24 07:34:02,19901,2009-03-24 12:38:22,117.3262633,40.90241,18260.0,516
158382,17,2009-03-24 15:09:00,7791,2009-03-25 00:07:40,116.3418066,40.0160533,32320.0,517
126123,17,2009-03-25 00:43:09,8643,2009-03-25 01:25:20,116.4038066,39.9674633,2531.0,518
126966,17,2009-03-25 01:42:27,7923,2009-03-25 02:16:26,116.3496516,39.9259783,2039.0,519
128271,17,2009-03-25 03:01:08,8643,2009-03-25 04:00:51,116.4121016,39.9621366,3583.0,520
128496,17,2009-03-25 04:00:51,8500,2009-03-25 04:42:26,116.4036216,39.9676866,2495.0,521
128792,17,2009-03-25 04:45:33,8643,2009-03-25 08:07:05,116.403845,39.9673683,12092.0,522
129103,17,2009-03-25 08:07:05,8500,2009-03-25 08:43:55,116.4036866,39.9676666,2210.0,523
129493,17,2009-03-25 08:54:31,8359,2009-03-25 09:42:27,116.3800583,39.9861449,2876.0,524
130139,17,2009-03-25 09:56:28,7791,2009-03-25 11:49:17,116.3418116,40.0160733,6769.0,525
131101,17,2009-03-25 12:17:10,7790,2009-03-26 00:06:45,116.3445133,40.0139849,42575.0,526
1024837,17,2009-03-26 00:27:49,7501,2009-03-26 11:34:23,116.3207383,39.984625,39994.0,527
