,latitude,longitude,alt,entireTime,loncol,latcol,grid,userID,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0
2348,39.9763316,116.3638516,147.6,2008-10-12 08:01:24,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2349,39.9763899,116.36385,147.6,2008-10-12 08:01:27,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2350,39.9764349,116.363845,144.4,2008-10-12 08:01:29,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2351,39.9765166,116.3638399,144.4,2008-10-12 08:01:32,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2352,39.97655,116.3638333,144.4,2008-10-12 08:01:34,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2353,39.9766033,116.363815,144.4,2008-10-12 08:01:37,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2354,39.9766916,116.3637899,144.4,2008-10-12 08:01:40,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2355,39.9767516,116.3638066,144.4,2008-10-12 08:01:42,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2356,39.9768066,116.3638116,144.4,2008-10-12 08:01:44,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2357,39.9768949,116.3638033,144.4,2008-10-12 08:01:47,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2358,39.9769333,116.3637883,144.4,2008-10-12 08:01:49,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2359,39.977,116.3637766,144.4,2008-10-12 08:01:52,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2360,39.9770366,116.3637666,141.1,2008-10-12 08:01:54,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2361,39.9770883,116.3637699,141.1,2008-10-12 08:01:57,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2362,39.9771416,116.3637633,141.1,2008-10-12 08:01:59,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2363,39.9771966,116.36376,141.1,2008-10-12 08:02:01,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2364,39.9772483,116.3637633,141.1,2008-10-12 08:02:03,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2365,39.9772966,116.3637783,141.1,2008-10-12 08:02:05,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2366,39.97735,116.3637849,141.1,2008-10-12 08:02:07,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2367,39.9774283,116.3637733,141.1,2008-10-12 08:02:10,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2368,39.9774549,116.3637983,144.4,2008-10-12 08:02:12,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2369,39.9774633,116.3638216,144.4,2008-10-12 08:02:14,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2370,39.9775066,116.3638033,147.6,2008-10-12 08:02:16,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2371,39.9775816,116.3637699,147.6,2008-10-12 08:02:19,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2372,39.9775983,116.3637549,147.6,2008-10-12 08:02:21,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2373,39.97763,116.3637116,147.6,2008-10-12 08:02:50,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2374,39.9776316,116.3636933,147.6,2008-10-12 08:02:53,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2375,39.9776366,116.3636633,147.6,2008-10-12 08:02:56,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2376,39.9776416,116.3636266,147.6,2008-10-12 08:02:59,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2377,39.9776433,116.3635683,147.6,2008-10-12 08:03:02,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2378,39.9776433,116.3634899,147.6,2008-10-12 08:03:05,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2379,39.977685,116.3634733,147.6,2008-10-12 08:03:07,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2380,39.9777383,116.3634366,147.6,2008-10-12 08:03:10,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2381,39.9778,116.3634233,147.6,2008-10-12 08:03:13,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2382,39.9778499,116.3634083,147.6,2008-10-12 08:03:15,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2383,39.9779066,116.3633883,147.6,2008-10-12 08:03:17,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2384,39.9779533,116.3633699,147.6,2008-10-12 08:03:19,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2385,39.9779916,116.3633533,147.6,2008-10-12 08:03:21,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2386,39.9780416,116.3633099,147.6,2008-10-12 08:03:24,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2387,39.9780983,116.3632599,147.6,2008-10-12 08:03:27,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2388,39.97815,116.3632149,147.6,2008-10-12 08:03:30,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2389,39.9782083,116.3631466,147.6,2008-10-12 08:03:33,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2390,39.9782249,116.3631099,147.6,2008-10-12 08:03:36,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2391,39.9782466,116.3630683,147.6,2008-10-12 08:03:39,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2392,39.9782416,116.3630266,147.6,2008-10-12 08:03:42,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2393,39.9782416,116.3630116,147.6,2008-10-12 08:03:45,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2394,39.9782316,116.3630116,150.9,2008-10-12 08:03:48,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2395,39.9782133,116.3629999,150.9,2008-10-12 08:03:51,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2396,39.9781966,116.3629666,150.9,2008-10-12 08:03:54,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2397,39.97826,116.3627966,150.9,2008-10-12 08:03:57,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2398,39.9782666,116.3627133,150.9,2008-10-12 08:04:00,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2399,39.9782433,116.3626216,150.9,2008-10-12 08:04:03,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2400,39.9782016,116.3625366,150.9,2008-10-12 08:04:06,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2401,39.9781866,116.3624949,150.9,2008-10-12 08:04:08,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2402,39.9781683,116.3624916,150.9,2008-10-12 08:04:11,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2403,39.9781533,116.3625066,150.9,2008-10-12 08:04:14,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2404,39.9780716,116.3624633,154.2,2008-10-12 08:04:17,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2405,39.9780266,116.3624383,154.2,2008-10-12 08:04:20,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2406,39.9780783,116.3624383,154.2,2008-10-12 08:04:23,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2407,39.978125,116.36245,154.2,2008-10-12 08:04:26,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2408,39.9781783,116.3624716,154.2,2008-10-12 08:04:29,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2409,39.9782033,116.3623883,154.2,2008-10-12 08:04:32,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2410,39.9782416,116.3621883,154.2,2008-10-12 08:04:35,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2411,39.9782466,116.3621066,154.2,2008-10-12 08:04:37,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2412,39.9782616,116.36203,154.2,2008-10-12 08:04:39,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2413,39.9782883,116.3619433,154.2,2008-10-12 08:04:42,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2414,39.9782999,116.3619033,154.2,2008-10-12 08:04:45,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2415,39.9783516,116.3618699,157.5,2008-10-12 08:04:48,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2416,39.9783549,116.3618583,157.5,2008-10-12 08:04:51,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2417,39.9783549,116.3618583,157.5,2008-10-12 08:04:52,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2418,39.9783483,116.3618499,160.8,2008-10-12 08:04:54,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2419,39.9784083,116.3618383,160.8,2008-10-12 08:04:57,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2420,39.9784349,116.36182,160.8,2008-10-12 08:05:00,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2421,39.9784316,116.3618316,160.8,2008-10-12 08:05:03,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2422,39.9784183,116.3618083,160.8,2008-10-12 08:05:06,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2423,39.978335,116.3617949,160.8,2008-10-12 08:05:09,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2424,39.978315,116.3617116,160.8,2008-10-12 08:05:12,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2425,39.9783083,116.3616049,160.8,2008-10-12 08:05:15,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2426,39.9783066,116.3615433,160.8,2008-10-12 08:05:17,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2427,39.9783266,116.3614566,160.8,2008-10-12 08:05:20,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2428,39.9783433,116.3614016,160.8,2008-10-12 08:05:22,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2429,39.9783499,116.36135,160.8,2008-10-12 08:05:24,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2430,39.9783633,116.3612949,160.8,2008-10-12 08:05:26,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2431,39.97839,116.3612149,160.8,2008-10-12 08:05:29,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2432,39.9784016,116.36114,160.8,2008-10-12 08:05:32,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2433,39.9784166,116.3610883,160.8,2008-10-12 08:05:34,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2434,39.9784233,116.361035,160.8,2008-10-12 08:05:36,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2435,39.9784266,116.3609866,160.8,2008-10-12 08:05:38,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2436,39.9784166,116.3609116,160.8,2008-10-12 08:05:41,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2437,39.9784083,116.3608416,160.8,2008-10-12 08:05:44,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2438,39.9784033,116.3607916,160.8,2008-10-12 08:05:47,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2439,39.9783949,116.36074,160.8,2008-10-12 08:05:50,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2440,39.9783883,116.36067,164.0,2008-10-12 08:05:53,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2441,39.978415,116.3606099,164.0,2008-10-12 08:05:56,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2442,39.9784333,116.3605899,164.0,2008-10-12 08:06:22,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2443,39.9784333,116.3605399,164.0,2008-10-12 08:06:25,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2444,39.9784366,116.3604649,164.0,2008-10-12 08:06:28,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2445,39.9784283,116.3603949,164.0,2008-10-12 08:06:31,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2446,39.9784166,116.3603166,164.0,2008-10-12 08:06:34,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2447,39.9783766,116.3601933,164.0,2008-10-12 08:06:37,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2448,39.978335,116.3601149,164.0,2008-10-12 08:06:39,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2449,39.9783166,116.3600433,164.0,2008-10-12 08:06:41,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2450,39.9782833,116.3599649,164.0,2008-10-12 08:06:43,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2451,39.9782416,116.3598899,164.0,2008-10-12 08:06:45,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2452,39.9782249,116.3598233,164.0,2008-10-12 08:06:47,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2453,39.9781999,116.3597616,164.0,2008-10-12 08:06:49,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2454,39.9781866,116.3597483,164.0,2008-10-12 08:07:02,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2455,39.9781866,116.3597483,164.0,2008-10-12 08:09:06,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2456,39.9781783,116.3597416,160.8,2008-10-12 08:09:08,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2457,39.9781699,116.3597549,160.8,2008-10-12 08:09:11,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2458,39.9781466,116.3597783,160.8,2008-10-12 08:09:14,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2459,39.9781216,116.3598466,157.5,2008-10-12 08:09:17,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2460,39.9781016,116.3599,157.5,2008-10-12 08:09:19,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2461,39.9780899,116.3599583,157.5,2008-10-12 08:09:21,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2462,39.9780816,116.3600199,157.5,2008-10-12 08:09:23,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2463,39.9780683,116.3600866,157.5,2008-10-12 08:09:25,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2464,39.97804,116.3601633,157.5,2008-10-12 08:09:27,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2465,39.9780116,116.3602333,157.5,2008-10-12 08:09:29,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2466,39.9780083,116.3602966,157.5,2008-10-12 08:09:31,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
2467,39.9779916,116.3603716,157.5,2008-10-12 08:09:33,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2468,39.9779599,116.3604433,157.5,2008-10-12 08:09:35,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2469,39.9779366,116.3604999,157.5,2008-10-12 08:09:37,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2470,39.9779349,116.3605549,157.5,2008-10-12 08:09:39,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2471,39.9779383,116.3606183,157.5,2008-10-12 08:09:41,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2472,39.9779183,116.3606666,157.5,2008-10-12 08:09:43,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2473,39.9779383,116.3606866,157.5,2008-10-12 08:10:44,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2474,39.9779166,116.3606633,157.5,2008-10-12 08:10:47,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2475,39.9778433,116.3606616,157.5,2008-10-12 08:10:50,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2476,39.9778449,116.3606949,157.5,2008-10-12 08:10:52,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2477,39.9777933,116.3607116,157.5,2008-10-12 08:10:55,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2478,39.9777116,116.3607083,157.5,2008-10-12 08:10:58,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2479,39.9776533,116.3606949,157.5,2008-10-12 08:11:00,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2480,39.9776333,116.36067,157.5,2008-10-12 08:11:04,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2481,39.9776649,116.36067,157.5,2008-10-12 08:11:07,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2482,39.9777099,116.360685,154.2,2008-10-12 08:11:10,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2483,39.9777716,116.360705,154.2,2008-10-12 08:11:12,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2484,39.9778383,116.3607216,154.2,2008-10-12 08:11:14,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2485,39.97798,116.3607383,154.2,2008-10-12 08:11:16,82,64,42906,11,0.0,67.0,6.0,185.0,3.0,31.0,107.0,48.0,71.0,90.0,63.0,6.0,32.0,135.0
2486,39.9806249,116.3618833,154.2,2008-10-12 08:11:36,82,65,43495,11,0.0,32.0,3.0,92.0,1.0,22.0,48.0,22.0,32.0,42.0,46.0,1.0,11.0,74.0
2487,39.9801733,116.3603666,193.6,2008-12-14 07:01:43,82,65,43495,11,0.0,32.0,3.0,92.0,1.0,22.0,48.0,22.0,32.0,42.0,46.0,1.0,11.0,74.0
2488,39.9802266,116.3602449,193.6,2008-12-14 07:01:46,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
2489,39.9802066,116.3601899,193.6,2008-12-14 07:01:49,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
2490,39.98017,116.360145,193.6,2008-12-14 07:01:52,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
